0	0	714,55	1017	3000
0,2	0	714,42	1017	3000
0,5	0	714,24	1017	3000
0,7	0	714,09	1017	3000
1	0	713,95	1017	3000
1,2	0	713,75	1017	3000
1,5	0	713,01	1017	3000
1,7	0	712,24	1017	3000
2	0	712,79	1017	3000
2,2	0	716,49	1017	3000
2,5	0	723,71	1017	3000
2,7	0	733,47	1017	3000
3	0	744,38	1017	3000
3,2	0	756,04	1017	3000
3,5	0	767,95	1017	3000
3,7	0	780,35	1017	3000
4	0	793,48	1017	3000
4,2	259	807,57	1017	3000
4,5	430	821,94	1017	3000
4,7	259	836,78	1017	3000
5	963	851,76	1017	3000
5,2	237	867,52	1017	3000
5,5	0	885,86	1017	3000
5,7	0	908,42	1017	3000
6	0	933,46	1017	3000
6,2	0	951,6	1017	3000
6,5	0	961,29	1017	3000
6,7	0	973,9	1017	3000
7	0	986,68	1017	3000
7,2	916	993,92	1017	3000
7,5	2191	998,23	1017	3000
7,7	5883	1002,68	1017	3000
8	7642	1006,19	1017	3000
8,2	8325	1008,6	1017	3000
8,5	8152	1010,8	1017	3000
8,7	8069	1012,34	1017	3000
9	8383	1013,16	1017	3000
9,2	7937	1014,38	1017	3000
9,5	7666	1015,47	1017	3000
9,7	5744	1018,03	1017	3000
10	5688	1018,71	1017	3000
10,2	4404	1020,46	1017	3000
10,5	5829	1019,78	1017	3000
10,7	4627	1021,16	1017	3000
11	4749	1021,35	1017	3000
11,2	3905	1022,27	1017	3000
11,5	4530	1022,07	1017	3000
11,7	3749	1022,82	1017	3000
12	4282	1022,61	1017	3000
12,2	3735	1023,13	1017	3000
12,5	4298	1022,8	1017	3000
12,7	3859	1023,21	1017	3000
12,9	4050	1023,02	1017	3000
13,2	5857	1021,39	1017	3000
13,4	5024	1022,02	1017	3000
13,7	3835	1022,98	1017	3000
13,9	5377	1021,7	1017	3000
14,2	4832	1022,11	1017	3000
14,4	3584	1023,22	1017	3000
14,7	4756	1022,36	1017	3000
14,9	5890	1021,2	1017	3000
15,2	6119	1020,71	1017	3000
15,4	6406	1020,23	1017	3000
15,7	6480	1020,03	1017	3000
15,9	5754	1020,54	1017	3000
16,2	3640	1022,28	1017	3000
16,4	4589	1022,04	1017	3000
16,7	5951	1021,12	1017	3000
16,9	4023	1022,55	1017	3000
17,2	3924	1022,91	1017	3000
17,4	4756	1022,47	1017	3000
17,7	3497	1023,38	1017	3000
17,9	4160	1023,17	1017	3000
