0	0	679,56	1017	3000
0,2	0	679,63	1017	3000
0,5	0	679,34	1017	3000
0,7	0	679,24	1017	3000
1	0	679,16	1017	3000
1,2	0	678,88	1017	3000
1,5	0	678,44	1017	3000
1,7	0	677,79	1017	3000
2	0	678,17	1017	3000
2,2	0	680,78	1017	3000
2,5	0	685,83	1017	3000
2,7	0	692,29	1017	3000
3	0	699,82	1017	3000
3,2	0	708	1017	3000
3,5	109	716,82	1017	3000
3,7	0	725,91	1017	3000
4	146	735,29	1017	3000
4,2	554	745,04	1017	3000
4,5	808	755,16	1017	3000
4,7	781	765,47	1017	3000
5	750	776,1	1017	3000
5,2	735	786,91	1017	3000
5,5	806	798,37	1017	3000
5,7	813	809,98	1017	3000
6	866	821,9	1017	3000
6,2	914	833,97	1017	3000
6,5	953	846,16	1017	3000
6,7	1023	858,37	1017	3000
7	1050	873,26	1017	3000
7,2	1054	899,94	1017	3000
7,5	1064	932,13	1017	3000
7,7	1048	951,96	1017	3000
8	944	962,84	1017	3000
8,2	377	971,52	1017	3000
8,5	66	978,72	1017	3000
8,7	85	983,92	1017	3000
9	4	988,34	1017	3000
9,2	0	996,53	1017	3000
9,5	365	1000,1	1017	3000
9,7	1003	1004,96	1017	3000
10	1016	1008,96	1017	3000
10,2	6723	1009,44	1017	3000
10,5	8064	1011,96	1017	3000
10,7	8058	1012,71	1017	3000
11	8369	1014,28	1017	3000
11,2	7053	1015,4	1017	3000
11,5	7931	1015,57	1017	3000
11,7	6961	1016,72	1017	3000
12	7278	1016,35	1017	3000
12,2	7609	1016,97	1017	3000
12,5	6617	1017,57	1017	3000
12,7	7571	1016,98	1017	3000
12,9	7231	1017,78	1017	3000
13,2	6521	1017,95	1017	3000
13,4	7717	1017,44	1017	3000
13,7	7174	1018,16	1017	3000
13,9	6617	1018,1	1017	3000
14,2	7785	1017,9	1017	3000
14,4	6157	1019,23	1017	3000
14,7	5661	1019	1017	3000
14,9	7227	1018,96	1017	3000
15,2	5179	1020,52	1017	3000
15,4	4727	1020,33	1017	3000
15,7	7316	1019,09	1017	3000
15,9	5883	1020,5	1017	3000
16,2	4380	1021,24	1017	3000
16,4	6205	1019,7	1017	3000
16,7	6661	1020,07	1017	3000
16,9	4660	1021,2	1017	3000
17,2	4925	1020,45	1017	3000
17,4	7067	1019,91	1017	3000
17,7	4889	1020,83	1017	3000
17,9	3851	1021,22	1017	3000
18,2	6442	1019,88	1017	3000
18,4	5699	1020,69	1017	3000
18,7	3772	1021,61	1017	3000
18,9	4943	1020,61	1017	3000
19,2	6307	1020,64	1017	3000
19,4	4113	1021,61	1017	3000
19,7	3790	1021,42	1017	3000
19,9	6472	1020,64	1017	3000
20,2	4214	1021,15	1017	3000
20,4	3129	1021,7	1017	3000
20,7	6110	1020,72	1017	3000
20,9	4835	1021,52	1017	3000
21,2	3405	1022,08	1017	3000
21,4	5397	1021,05	1017	3000
21,7	5512	1021,61	1017	3000
21,9	4349	1022,21	1017	3000
22,2	5680	1021,16	1017	3000
22,4	5358	1021,52	1017	3000
22,7	3173	1022,21	1017	3000
22,9	3788	1021,87	1017	3000
23,2	5747	1021,67	1017	3000
23,4	4151	1022,47	1017	3000
23,7	3853	1022,15	1017	3000
23,9	6073	1021,59	1017	3000
24,1	3824	1022,21	1017	3000
24,4	2927	1022,58	1017	3000
24,6	5583	1021,9	1017	3000
24,9	3852	1022,12	1017	3000
25,1	2416	1022,68	1017	3000
25,4	4862	1021,99	1017	3000
25,6	4741	1022,38	1017	3000
25,9	3197	1022,79	1017	3000
26,1	4096	1022,33	1017	3000
26,4	5316	1022,4	1017	3000
26,6	3210	1023,04	1017	3000
26,9	2945	1023,12	1017	3000
27,1	5304	1022,64	1017	3000
27,4	3405	1022,87	1017	3000
27,6	2444	1023,27	1017	3000
27,9	5114	1022,46	1017	3000
28,1	4313	1022,94	1017	3000
28,4	2688	1023,48	1017	3000
28,6	3734	1023	1017	3000
28,9	5151	1022,95	1017	3000
29,1	3574	1023,72	1017	3000
29,4	3442	1023,46	1017	3000
29,6	5344	1022,93	1017	3000
29,9	3832	1023,32	1017	3000
30,1	2651	1023,67	1017	3000
30,4	4277	1023,09	1017	3000
30,6	4622	1023,3	1017	3000
30,9	2868	1023,81	1017	3000
31,1	3430	1023,53	1017	3000
31,4	4900	1023,43	1017	3000
31,6	3180	1024,01	1017	3000
31,9	2791	1024,08	1017	3000
32,1	4792	1023,62	1017	3000
32,4	3630	1023,96	1017	3000
32,6	2615	1024,25	1017	3000
32,9	4340	1023,63	1017	3000
33,1	4223	1024,09	1017	3000
33,4	2936	1024,42	1017	3000
33,6	3864	1023,88	1017	3000
33,9	4677	1023,87	1017	3000
34,1	3283	1024,56	1017	3000
34,4	3089	1024,5	1017	3000
34,6	4582	1023,92	1017	3000
34,9	3918	1024,46	1017	3000
35,1	2888	1025,04	1017	3000
35,4	3542	1024,46	1017	3000
35,6	4707	1024	1017	3000
35,8	4371	1024,32	1017	3000
36,1	3956	1024,64	1017	3000
36,3	3889	1024,7	1017	3000
36,6	3916	1024,77	1017	3000
36,8	3924	1024,72	1017	3000
37,1	4090	1024,31	1017	3000
37,3	4644	1023,79	1017	3000
37,6	4872	1023,72	1017	3000
37,8	4046	1024,35	1017	3000
38,1	2743	1024,73	1017	3000
38,3	2290	1024,91	1017	3000
38,6	2529	1025,06	1017	3000
38,8	3934	1024,38	1017	3000
39,1	4750	1024,27	1017	3000
39,3	2874	1024,4	1017	3000
39,6	1365	1024,61	1017	3000
39,8	1018	1024,97	1017	3000
40,1	2685	1024,78	1017	3000
40,3	4963	1024,13	1017	3000
40,6	3843	1024,28	1017	3000
40,8	1797	1024,53	1017	3000
41,1	1077	1024,82	1017	3000
41,3	1750	1025,06	1017	3000
41,6	4312	1024,18	1017	3000
41,8	5064	1024,21	1017	3000
42,1	2889	1024,46	1017	3000
42,3	1558	1024,69	1017	3000
42,6	1410	1025,03	1017	3000
42,8	3224	1024,66	1017	3000
43,1	5211	1024,08	1017	3000
43,3	4213	1024,4	1017	3000
43,6	2138	1024,63	1017	3000
43,8	1370	1024,89	1017	3000
44,1	1744	1025,3	1017	3000
44,3	3951	1024,57	1017	3000
44,6	5156	1024,39	1017	3000
44,8	3752	1024,89	1017	3000
45,1	2143	1025,26	1017	3000
45,3	1764	1025,62	1017	3000
45,6	2478	1025,59	1017	3000
45,8	4550	1024,74	1017	3000
46,1	4552	1024,79	1017	3000
46,3	2218	1025,05	1017	3000
46,6	1056	1025,26	1017	3000
46,8	709	1025,41	1017	3000
47,1	1613	1025,71	1017	3000
47,3	4000	1024,91	1017	3000
47,6	4863	1025,08	1017	3000
47,8	2896	1025,81	1017	3000
48	1385	1025,29	1017	3000
48,3	894	1024,43	1017	3000
48,5	1419	1024,67	1017	3000
48,8	3781	1024,43	1017	3000
49	5179	1024,32	1017	3000
49,3	3916	1025,08	1017	3000
49,5	1816	1024,53	1017	3000
49,8	965	1023,7	1017	3000
50	844	1023,09	1017	3000
50,3	2202	1023,89	1017	3000
50,5	4309	1023,96	1017	3000
50,8	5119	1024,14	1017	3000
51	3742	1024,81	1017	3000
51,3	1723	1024,16	1017	3000
51,5	896	1023,38	1017	3000
51,8	703	1022,66	1017	3000
52	1757	1023,52	1017	3000
52,3	4010	1023,83	1017	3000
52,5	5033	1024,07	1017	3000
52,8	3874	1024,81	1017	3000
53	1756	1024,17	1017	3000
53,3	837	1023,46	1017	3000
53,5	578	1022,64	1017	3000
53,8	1108	1023,1	1017	3000
54	3591	1023,63	1017	3000
54,3	4990	1023,91	1017	3000
54,5	4152	1024,79	1017	3000
54,8	2031	1024,31	1017	3000
55	1093	1023,54	1017	3000
55,3	924	1022,81	1017	3000
55,5	1757	1023,63	1017	3000
55,8	4177	1023,84	1017	3000
56	5199	1024,14	1017	3000
56,3	3739	1024,92	1017	3000
56,5	1778	1024,37	1017	3000
56,8	1041	1023,61	1017	3000
57	985	1022,96	1017	3000
57,3	1811	1023,63	1017	3000
57,5	4096	1023,97	1017	3000
57,8	5137	1024,24	1017	3000
58	3721	1024,96	1017	3000
58,2	1639	1024,46	1017	3000
58,5	766	1023,81	1017	3000
58,7	525	1023,08	1017	3000
59	656	1022,76	1017	3000
59,2	2499	1023,82	1017	3000
59,5	4668	1023,92	1017	3000
59,7	4848	1024,72	1017	3000
60	2707	1024,88	1017	3000
60,2	1300	1024,22	1017	3000
60,5	854	1023,57	1017	3000
60,7	906	1023,1	1017	0
61	2441	1024,08	1017	0
61,2	4468	1024,16	1017	0
61,5	5110	1024,62	1017	0
61,7	3247	1025,22	1017	0
62	1388	1024,68	1017	0
62,2	674	1024,1	1017	0
62,5	487	1023,6	1017	0
62,7	541	1023,19	1017	0
63	2257	1024,24	1017	0
63,2	4313	1024,35	1017	0
63,5	5150	1024,56	1017	0
63,7	3700	1025,38	1017	0
64	1689	1024,97	1017	0
64,2	864	1024,34	1017	0
64,4	660	1023,7	1017	0
64,7	844	1023,29	1017	0
64,9	2530	1024,28	1017	0
65,2	4568	1024,33	1017	0
65,4	4994	1025,03	1017	0
65,7	2889	1025,46	1017	0
65,9	1320	1024,96	1017	0
66,2	689	1024,44	1017	0
66,4	552	1023,75	1017	0
66,7	692	1023,41	1017	0
66,9	2551	1024,24	1017	0
67,2	4975	1024,33	1017	0
67,4	4134	1025,49	1017	0
67,7	2121	1025,34	1017	0
67,9	1317	1024,82	1017	0
68,2	1321	1024,18	1017	0
68,4	1616	1024,27	1017	0
68,7	3731	1024,62	1017	0
68,9	5022	1024,98	1017	0
69,2	3532	1026,16	1017	0
69,4	2091	1026,14	1017	0
69,7	1746	1025,82	1017	0
69,9	1843	1025,35	1017	0
70,2	2442	1025,59	1017	0
70,4	4722	1025,26	1017	0
70,7	4367	1026,11	1017	0
70,9	2224	1026,96	1017	0
71,1	1216	1026,53	1017	0
71,4	1048	1025,98	1017	0
71,6	1138	1025,37	1017	0
71,9	1848	1025,56	1017	0
72,1	4583	1025,25	1017	0
72,4	4534	1026,08	1017	0
72,6	2379	1026,94	1017	0
72,9	1326	1026,52	1017	0
73,1	1237	1025,89	1017	0
73,4	1418	1025,36	1017	0
73,6	2029	1025,61	1017	0
73,9	4537	1025,33	1017	0
74,1	4584	1026,18	1017	0
74,4	2585	1027,27	1017	0
74,6	1646	1027,17	1017	0
74,9	1604	1026,72	1017	0
75,1	1740	1026,21	1017	0
75,4	2346	1026,28	1017	0
75,6	4772	1025,75	1017	0
75,9	4551	1026,55	1017	0
76,1	2458	1027,46	1017	0
76,4	1488	1027,16	1017	0
76,6	1409	1026,61	1017	0
76,9	1618	1026,09	1017	0
77,1	1930	1026,18	1017	0
77,4	4000	1025,91	1017	0
77,6	4937	1026,22	1017	2000
77,8	2846	1027,3	1017	2000
78,1	1456	1027,47	1017	2000
78,3	1104	1026,99	1017	2000
78,6	1261	1026,46	1017	2000
78,8	1394	1026,09	1017	2000
79,1	3083	1026,15	1017	2000
79,3	5267	1025,96	1017	2000
79,6	3657	1027,13	1017	2000
79,8	1885	1027,53	1017	2000
80,1	1334	1027,04	1017	2000
80,3	1500	1026,6	1017	2000
80,6	1614	1026,08	1017	2000
80,8	2265	1026,26	1017	2000
81,1	4792	1025,79	1017	2000
81,3	4627	1026,7	1017	2000
81,6	2353	1027,64	1017	2000
81,8	1270	1027,33	1017	2000
82,1	1113	1026,84	1017	2000
82,3	1325	1026,46	1017	2000
82,6	1580	1026,39	1017	2000
82,8	3705	1026,17	1017	2000
83	5230	1026,25	1017	2000
83,3	3145	1027,5	1017	2000
83,5	1575	1027,77	1017	2000
83,8	1162	1027,3	1017	2000
84	1288	1026,86	1017	2000
84,3	1426	1026,54	1017	2000
84,5	2884	1026,54	1017	2000
84,8	5193	1026,01	1017	2000
85	4616	1026,78	1017	2000
85,3	3301	1027,82	1017	2000
85,5	2953	1028,25	1017	2000
85,8	3010	1028,38	1017	2000
86	2996	1028,49	1017	2000
86,3	2882	1028,68	1017	2000
86,5	2822	1028,78	1017	2000
86,8	2811	1028,92	1017	2000
87	2811	1028,92	1017	2000
87,3	2834	1028,95	1017	2000
87,5	2828	1028,99	1017	2000
87,8	2871	1029	1017	2000
88	2846	1029,03	1017	2000
88,3	2831	1029,04	1017	2000
88,5	2812	1029,08	1017	2000
88,8	2837	1029,07	1017	2000
89	2850	1029,08	1017	2000
89,2	2881	1029,08	1017	2000
89,5	2896	1029,01	1017	2000
89,7	2940	1029,01	1017	2000
90	2974	1028,99	1017	2000
90,2	2976	1029	1017	2000
90,5	3008	1028,99	1017	2000
90,7	3031	1028,99	1017	2000
91	3036	1028,98	1017	2000
91,2	3046	1028,97	1017	2000
91,5	3043	1029	1017	2000
91,7	2705	1029,22	1017	2000
92	2265	1029,4	1017	2000
92,2	2136	1029,53	1017	2000
92,5	2242	1029,6	1017	2000
92,7	2278	1029,56	1017	2000
93	2246	1029,58	1017	2000
93,2	2242	1029,61	1017	2000
93,5	2291	1029,61	1017	2000
93,7	2823	1029,23	1017	2000
94	3530	1028,74	1017	2000
94,2	3683	1028,57	1017	2000
94,5	2671	1029,21	1017	2000
94,7	1263	1029,75	1017	2000
95	618	1030,09	1017	2000
95,2	377	1030,21	1017	2000
95,4	309	1029,95	1017	2000
95,7	286	1029,3	1017	2000
